"id","title_original","title_cn","category","subcategory","subject","education_level","language","region","ai_tool_or_method","summary_cn","teaching_goal_cn","implementation_cn","outcomes_cn","limitations_cn","workflow_cn","source_type","credibility","source_url","canonical_url","published_date","accessed_date","last_verified_date","link_status","http_status","redirect_url","quality_score","quality_label"
"case-073","Prof Jim Reading Passages in Houston ISD","休斯顿学区AI生成阅读材料","AI+Humanities","Language","阅读教学","中小学","英文","美国","Generative AI","AI 公司为学区生成2200多篇阅读材料，教师团队负责审查和融入课程。","围绕阅读教学设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】休斯顿学区AI生成阅读材料
【适用】中小学；方向：Language
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份带有来源证据、修改记录和 AI 使用说明的阅读、写作或人文作品。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】媒体案例需回到原文确认课堂场景；不要把AI输出当成唯一答案。","媒体报道","媒体报道","https://www.houstonchronicle.com/news/houston-texas/education/hisd/article/hisd-ai-prof-jim-inc-19958093.php","https://houstonchronicle.com/news/houston-texas/education/hisd/article/hisd-ai-prof-jim-inc-19958093.php","2024-12","2026-07-08","2026-09-09","ok","200","","59","基本可用"
"case-074","Sydney Students Use ChatGPT as Study Teammate","悉尼大学生把ChatGPT作为学习队友","AI+Humanities","Language","学术表达","大学","英文","澳大利亚","Generative AI","学生用 ChatGPT 预测采访问题、准备表达和整理思路，案例可用于学术沟通中的 AI 使用讨论。","围绕学术表达设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】悉尼大学生把ChatGPT作为学习队友
【适用】大学；方向：Language
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份带有来源证据、修改记录和 AI 使用说明的阅读、写作或人文作品。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】媒体案例需回到原文确认课堂场景；不要把AI输出当成唯一答案。","媒体报道","媒体报道","https://www.theguardian.com/technology/2024/oct/05/chatgpt-has-become-the-best-teammate-to-these-sydney-university-students-but-is-there-a-limit","https://theguardian.com/technology/2024/oct/05/chatgpt-has-become-the-best-teammate-to-these-sydney-university-students-but-is-there-a-limit","2024-10-04","2026-07-08","2026-09-10","ok","206","","60","基本可用"
"case-075","Pre-service Teachers Use GenAI as Learning Buddy","职前教师把生成式AI作为学习伙伴与教学助手","AI+Humanities","Language","教师教育","大学","英文","加纳","Generative AI","167名职前教师使用 GenAI 获取阅读材料、解释、例子、评估策略和教案设计支持。","围绕教师教育设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】职前教师把生成式AI作为学习伙伴与教学助手
【适用】大学；方向：Language
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份带有来源证据、修改记录和 AI 使用说明的阅读、写作或人文作品。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】论文案例可复制研究任务设计，但需按本校年龄、隐私和评价要求调整。","研究论文","论文/研究","https://arxiv.org/abs/2407.11983","https://arxiv.org/abs/2407.11983","2024-06-03","2026-07-08","2026-09-11","ok","206","","65","基本可用"
"case-076","AI Writing Feedback Across Disciplines","跨学科写作中的AI量规反馈","AI+Humanities","Language","跨学科写作","中学","英文","美国","Writing Feedback","CyberScholar 多案例研究显示，学生重视即时、量规化反馈，教师则可把时间转向更高阶写作指导。","围绕跨学科写作设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】跨学科写作中的AI量规反馈
【适用】中学；方向：Language
【目标】让学习者用Writing Feedback完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份带有来源证据、修改记录和 AI 使用说明的阅读、写作或人文作品。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】论文案例可复制研究任务设计，但需按本校年龄、隐私和评价要求调整。","研究论文","论文/研究","https://arxiv.org/abs/2605.17055","https://arxiv.org/abs/2605.17055","2026-05-16","2026-07-08","2026-09-09","ok","206","","66","基本可用"
"case-077","From Prohibition to Adoption in Hong Kong Universities","香港高校从禁止到采纳ChatGPT的教学政策转变","AI+Social Sciences","Social Studies","高等教育政策","大学","英文","香港","Generative AI","研究比较香港高校从早期限制到建设 AI 素养和责任政策的变化，可用于大学通识讨论。","围绕高等教育政策设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】香港高校从禁止到采纳ChatGPT的教学政策转变
【适用】大学；方向：Social Studies
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】论文案例可复制研究任务设计，但需按本校年龄、隐私和评价要求调整。","研究论文","论文/研究","https://arxiv.org/abs/2410.01695","https://arxiv.org/abs/2410.01695","2024-10-02","2026-07-08","2026-09-11","ok","206","","65","基本可用"
"case-078","AI Revolution in Education: Assist Teachers in Higher Education","香港高校师生对AI辅助教学的看法","AI+Social Sciences","Social Studies","教育社会学","大学","英文","香港","Generative AI","研究通过问卷与文献分析讨论 AI 是否替代教师，强调人类教师的情感、创造力和批判性思维。","围绕教育社会学设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】香港高校师生对AI辅助教学的看法
【适用】大学；方向：Social Studies
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】论文案例可复制研究任务设计，但需按本校年龄、隐私和评价要求调整。","研究论文","论文/研究","https://arxiv.org/abs/2305.01185","https://arxiv.org/abs/2305.01185","2023-05-02","2026-07-08","2026-09-11","ok","206","","66","基本可用"
"case-079","Teacher v Chatbot","AI时代英语教师实习案例","AI+Social Sciences","Social Studies","写作与伦理","高中","英文","美国","Generative AI","一名教师实习生记录 AI 对阅读、写作和课堂关系的影响，可用于教师教育和媒体素养讨论。","围绕写作与伦理设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】AI时代英语教师实习案例
【适用】高中；方向：Social Studies
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】媒体案例需回到原文确认课堂场景；不要把AI输出当成唯一答案。","媒体报道","媒体报道","https://www.theguardian.com/education/ng-interactive/2026/mar/03/cheating-machine-or-powerful-assistant-the-ai-anxieties-of-a-trainee-teacher","https://theguardian.com/education/ng-interactive/2026/mar/03/cheating-machine-or-powerful-assistant-the-ai-anxieties-of-a-trainee-teacher","2026-03-03","2026-07-08","2026-09-10","ok","206","","60","基本可用"
"case-080","University AI Cheating Crisis","大学AI作弊危机中的评价改革案例","AI+Social Sciences","Social Studies","学术诚信","大学","英文","英国","Generative AI","报道呈现学生使用 AI 写作、误判和教师评价改革压力，可作为学术诚信课堂讨论材料。","围绕学术诚信设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】大学AI作弊危机中的评价改革案例
【适用】大学；方向：Social Studies
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】媒体案例需回到原文确认课堂场景；不要把AI输出当成唯一答案。","媒体报道","媒体报道","https://www.theguardian.com/technology/2024/dec/15/i-received-a-first-but-it-felt-tainted-and-undeserved-inside-the-university-ai-cheating-crisis","https://theguardian.com/technology/2024/dec/15/i-received-a-first-but-it-felt-tainted-and-undeserved-inside-the-university-ai-cheating-crisis","2024-12-15","2026-07-08","2026-09-10","ok","206","","59","基本可用"
"case-081","Common Sense Media Teen GenAI Survey","青少年生成式AI使用与家长认知差距","AI+Social Sciences","Social Studies","媒体素养","中学","英文","美国","Generative AI","调查显示多数青少年已将生成式 AI 用于学校任务，但家长和学校规则常未同步。","围绕媒体素养设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】青少年生成式AI使用与家长认知差距
【适用】中学；方向：Social Studies
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】媒体案例需回到原文确认课堂场景；不要把AI输出当成唯一答案。","媒体报道","媒体报道","https://www.wired.com/story/teens-generative-ai-use-schools-parents","https://wired.com/story/teens-generative-ai-use-schools-parents","2024-09","2026-07-08","2026-09-10","ok","200","","59","基本可用"
"case-082","AI-positive Policies at Universities","大学AI积极政策与真实性评价","AI+Social Sciences","Social Studies","评价改革","大学","英文","英国","Generative AI","报道讨论大学如何界定 AI 可接受使用，并推动口试、一对一指导等更真实的评价方式。","围绕评价改革设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】大学AI积极政策与真实性评价
【适用】大学；方向：Social Studies
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】媒体案例需回到原文确认课堂场景；不要把AI输出当成唯一答案。","媒体报道","媒体报道","https://www.theguardian.com/technology/2024/dec/15/i-received-a-first-but-it-felt-tainted-and-undeserved-inside-the-university-ai-cheating-crisis","https://theguardian.com/technology/2024/dec/15/i-received-a-first-but-it-felt-tainted-and-undeserved-inside-the-university-ai-cheating-crisis","2024-12-15","2026-07-08","2026-09-10","ok","206","","59","基本可用"
"case-083","Human-centered AI Curriculum at Kenyon College","Kenyon College人文中心AI课程","AI+Social Sciences","Social Studies","数字人文","大学","英文","美国","Curriculum","人文课程把 AI、文学、数字人文和社会影响结合，强调解释性、可复现性和人类判断。","围绕数字人文设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Kenyon College人文中心AI课程
【适用】大学；方向：Social Studies
【目标】让学习者用Curriculum完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】媒体案例需回到原文确认课堂场景；不要把AI输出当成唯一答案。","媒体报道","媒体报道","https://en.wikipedia.org/wiki/Katherine_Elkins","https://en.wikipedia.org/wiki/Katherine_Elkins","2025","2026-07-08","2026-09-11","ok","200","","59","基本可用"
"case-084","Generative AI and Teachers: A Swedish Case Study","瑞典大学教师使用生成式AI的教学案例","AI+Social Sciences","Social Studies","教师实践","大学","英文","瑞典","Generative AI","调查显示教师主要把 ChatGPT 用于备课，并讨论其对教学、法律和作弊治理的影响。","围绕教师实践设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】瑞典大学教师使用生成式AI的教学案例
【适用】大学；方向：Social Studies
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】论文案例可复制研究任务设计，但需按本校年龄、隐私和评价要求调整。","研究论文","论文/研究","https://arxiv.org/abs/2404.03486","https://arxiv.org/abs/2404.03486","2024-04-04","2026-07-08","2026-09-11","ok","206","","65","基本可用"
"case-085","AI Literacy in K-12 and Higher Education Review","生成式AI后AI素养教育综述","AI+Social Sciences","Social Studies","AI素养","混合","英文","全球","Curriculum","综述把 AI 素养分为功能性、批判性和间接收益视角，可用于人文社科课程设计。","围绕AI素养设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】生成式AI后AI素养教育综述
【适用】混合；方向：Social Studies
【目标】让学习者用Curriculum完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】论文案例可复制研究任务设计，但需按本校年龄、隐私和评价要求调整。","研究论文","论文/研究","https://arxiv.org/abs/2503.00079","https://arxiv.org/abs/2503.00079","2025-02-27","2026-07-08","2026-09-11","ok","206","","65","基本可用"
"case-086","AI Across the Curriculum in Higher Education","高校跨课程AI素养模式","AI+Social Sciences","Social Studies","通识教育","大学","英文","美国","Curriculum","高校把 AI 素养嵌入多学科课程，强调数字素养、伦理和职业准备。","围绕通识教育设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】高校跨课程AI素养模式
【适用】大学；方向：Social Studies
【目标】让学习者用Curriculum完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一份资料来源表、证据分析、观点作品和 AI 使用反思。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】媒体案例需回到原文确认课堂场景；不要把AI输出当成唯一答案。","媒体报道","媒体报道","https://en.wikipedia.org/wiki/AI_literacy","https://en.wikipedia.org/wiki/AI_literacy","2024","2026-07-08","2026-09-10","ok","200","","58","基本可用"
"case-087","Tuning Music Education","AI个性化音乐教育：和弦识别与钢琴教材","AI+Humanities","Arts & Design","音乐教育","混合","英文","美国","Machine Learning","两个案例分别用自动和弦识别生成听辨练习、用自动音乐转录改编钢琴练习。","围绕音乐教育设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】AI个性化音乐教育：和弦识别与钢琴教材
【适用】混合；方向：Arts & Design
【目标】让学习者用Machine Learning完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一个创意作品、提示词与版本记录，以及作者的设计说明。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】论文案例可复制研究任务设计，但需按本校年龄、隐私和评价要求调整。","研究论文","论文/研究","https://arxiv.org/abs/2412.13514","https://arxiv.org/abs/2412.13514","2024-12-18","2026-07-08","2026-09-11","ok","206","","65","基本可用"
"case-088","Automatic Chord Recognition Exercises","自动和弦识别生成个性化听辨练习","AI+Humanities","Arts & Design","音乐听辨","混合","英文","美国","Machine Learning","学生从真实音频曲目生成练习，把传统听辨训练和个人音乐兴趣连接起来。","围绕音乐听辨设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】自动和弦识别生成个性化听辨练习
【适用】混合；方向：Arts & Design
【目标】让学习者用Machine Learning完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一个创意作品、提示词与版本记录，以及作者的设计说明。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】论文案例可复制研究任务设计，但需按本校年龄、隐私和评价要求调整。","研究论文","论文/研究","https://arxiv.org/abs/2412.13514","https://arxiv.org/abs/2412.13514","2024-12-18","2026-07-08","2026-09-11","ok","206","","64","基本可用"
"case-089","Adaptive Piano Method Books","自适应钢琴教材原型","AI+Humanities","Arts & Design","音乐演奏","混合","英文","美国","Adaptive Learning","AI 根据自动音乐转录生成不同难度练习，让学生在保持音乐兴趣的同时逐级训练。","围绕音乐演奏设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】自适应钢琴教材原型
【适用】混合；方向：Arts & Design
【目标】让学习者用Adaptive Learning完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一个创意作品、提示词与版本记录，以及作者的设计说明。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】论文案例可复制研究任务设计，但需按本校年龄、隐私和评价要求调整。","研究论文","论文/研究","https://arxiv.org/abs/2412.13514","https://arxiv.org/abs/2412.13514","2024-12-18","2026-07-08","2026-09-11","ok","206","","65","基本可用"
"case-090","Flynn: AI Goes to Art School","Flynn：进入艺术学院的AI学生","AI+Humanities","Arts & Design","数字艺术","大学","英文","奥地利","Generative AI","学生创作者让 AI 作为艺术学生参加面试、课堂和作品提交，激发关于艺术主体和学习边界的讨论。","围绕数字艺术设计一个可观察、可检查的 AI 辅助学习任务。","1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。","来源页面未提供可核实的学习成效数据；使用时应自行收集学生作品、过程记录或评价结果。","需结合学生年龄、课程目标、本校 AI 政策、资料私隐和工具可用性调整，不应把 AI 输出直接视为正确答案。","【案例】Flynn：进入艺术学院的AI学生
【适用】大学；方向：Arts & Design
【目标】让学习者用Generative AI完成一个可检查的学习任务，并说明AI在哪些地方有帮助、哪些地方需要人工判断。
【流程】1. 用真实问题或样例导入；2. 教师示范一次提示、生成、追问或反馈；3. 学生独立或小组完成任务；4. 对AI结果做事实核查、同伴互评和教师追问；5. 修改作品并写下反思。
【产出】一个创意作品、提示词与版本记录，以及作者的设计说明。
【评价】看任务完成度、证据质量、修改过程、AI使用透明度和反思深度。
【注意】媒体案例需回到原文确认课堂场景；不要把AI输出当成唯一答案。","媒体报道","媒体报道","https://www.washingtonpost.com/technology/2025/04/16/ai-art-school-vienna/","https://washingtonpost.com/technology/2025/04/16/ai-art-school-vienna","2025-04-16","2026-07-08","","error","","","60","基本可用"
